"country","countrycode","year","month","cpi_sa","cpi_yoy_nsa","exchange_rate_neer","exchange_rate_reer","exchnage_rate_vs_usd","ind_prod_const","ind_prod_const_sa","time","usa_imp_sa","usa_ip_sa","chn_ip_sa","ln_ip","ln_usa_ip","ln_chn_ip","ln_usa_imports","ln_er_usd","cc"
"Thailand","THA",1998,6,77.22263384679,10.57839600311,90.04174363636,87.69235954545,42.32590909091,5576070737.51168,5691921028.98143,461,74911,234334741854.075,52166879925.7223,22.4623136430408,26.180016450828,24.6777136462832,11.2240560212054,3.74539940660507,"THA"
"Philippines","PHL",1998,6,55.50882623421,9.97666925897,134.81395804757,97.62792227273,40.46772727273,6900650930.37756,6118678012.37474,461,74911,234334741854.075,52166879925.7223,22.534611899087,26.180016450828,24.6777136462832,11.2240560212054,3.70050479898936,"PHL"
"Malaysia","MYS",1998,7,77.77853960599,5.88867989685,92.38991309653,90.47675652174,4.16256521739,4931066174.5683,4809552908.08635,462,74594,233526126306.876,52425799685.264,22.2938699662421,26.1765597977614,24.6826646675096,11.2198153540028,1.42613152302526,"MYS"
"Singapore","SGP",1998,7,85.63982913126,-0.47887551934,94.26744648659,101.67507608696,1.70817391304,2465562223.46947,2439928090.31494,462,74594,233526126306.876,52425799685.264,21.6152344046348,26.1765597977614,24.6826646675096,11.2198153540028,0.535424912805758,"SGP"
"Thailand","THA",1998,7,77.32671932856,9.98967084085,92.49920652174,90.23055217391,41.20152173913,5527239437.7971,5826292754.69512,462,74594,233526126306.876,52425799685.264,22.4856467439114,26.1765597977614,24.6826646675096,11.2198153540028,3.71847519108916,"THA"
"Philippines","PHL",1998,7,55.77350111029,10.05842517594,130.74963122134,94.61615217391,41.63,7026626302.33171,6660842455.82381,462,74594,233526126306.876,52425799685.264,22.6195118083673,26.1765597977614,24.6826646675096,11.2198153540028,3.72882106120688,"PHL"
"Thailand","THA",1998,8,77.3237747904,7.55363667835,92.59649809524,90.581455,41.6080952381,5483191685.14001,5764028381.12446,463,75707,238326726489.313,52828884956.6608,22.4749024389308,26.1969083695642,24.690323941647,11.2346259054278,3.72829474540538,"THA"
"Malaysia","MYS",1998,8,78.01638058284,5.73496797001,92.09466316576,90.18065571429,4.20119047619,4738683716.01225,4722158011.42873,463,75707,238326726489.313,52828884956.6608,22.2755317378683,26.1969083695642,24.690323941647,11.2346259054278,1.4353679318378,"MYS"
"Singapore","SGP",1998,8,85.5133026884,-0.96523539376,92.27151355949,99.47309190476,1.75533333333,2450953234.22272,2394823142.83157,463,75707,238326726489.313,52828884956.6608,21.5965752207535,26.1969083695642,24.690323941647,11.2346259054278,0.562658772404109,"SGP"
"Philippines","PHL",1998,8,56.01013839356,10.00198233519,127.61183423413,93.0366702381,43.00657142857,6858659139.72617,6309427708.1988,463,75707,238326726489.313,52828884956.6608,22.5653108133799,26.1969083695642,24.690323941647,11.2346259054278,3.76135292793741,"PHL"
"Singapore","SGP",1998,9,85.43320796768,-1.2637340524,91.65911360732,98.0243975,1.72368181818,2845644607.53171,2600382397.42177,464,76107,237868502048.865,53902114082.3001,21.6789243470907,26.1949838455269,24.7104355363983,11.2398955238508,0.54446259498775,"SGP"
"Philippines","PHL",1998,9,56.27705627706,9.91129120578,122.87567955228,89.29940522727,43.68454545455,7369559259.31802,6474849993.50357,464,76107,237868502048.865,53902114082.3001,22.5911912772372,26.1949838455269,24.7104355363983,11.2398955238508,3.77699438862668,"PHL"
"Thailand","THA",1998,9,77.15496493918,6.80509749283,92.93810386364,90.26448090909,40.35840909091,5671284639.83473,5943095846.41808,464,76107,237868502048.865,53902114082.3001,22.5054960208162,26.1949838455269,24.7104355363983,11.2398955238508,3.69779977674294,"THA"
"Malaysia","MYS",1998,9,78.16172467355,5.62839183646,98.66432996897,96.36168795455,3.80663636364,4677931360.67876,4643792740.40611,464,76107,237868502048.865,53902114082.3001,22.2587972702439,26.1949838455269,24.7104355363983,11.2398955238508,1.33674595501318,"MYS"
"Philippines","PHL",1998,10,56.51705807146,9.85786536449,121.86616791691,88.61159954545,42.53454545455,6795671453.7491,5905207228.33977,465,77880,239784224416.089,54883928559.2007,22.499100379687,26.2030052909542,24.7284864023355,11.2629244594861,3.75031657998424,"PHL"
"Malaysia","MYS",1998,10,78.24086489279,5.18122159261,95.52305036639,93.18535272727,3.79909090909,4910815389.45714,4720454835.53088,465,77880,239784224416.089,54883928559.2007,22.2751709953611,26.2030052909542,24.7284864023355,11.2629244594861,1.33476180366121,"MYS"
"Singapore","SGP",1998,10,85.29971676649,-1.46692053957,93.61727368066,99.67938136364,1.63577272727,2494780201.96297,2388979586.88231,465,77880,239784224416.089,54883928559.2007,21.594132160625,26.2030052909542,24.7284864023355,11.2629244594861,0.492115308768698,"SGP"
"Thailand","THA",1998,10,77.1273531024,5.74116057351,94.58907681818,91.34172772727,38.08772727273,5998521944.34397,6000919300.50746,465,77880,239784224416.089,54883928559.2007,22.5151785111892,26.2030052909542,24.7284864023355,11.2629244594861,3.63989211141526,"THA"
"Malaysia","MYS",1998,11,78.68287994819,5.67528821295,95.15026313097,93.3896502381,3.79957142857,4627304397.90085,4710596403.73709,466,77912,239633903135.449,55188411017.6186,22.2730803619557,26.2023781920735,24.7340188228549,11.263335263641,1.33488827841671,"MYS"
"Thailand","THA",1998,11,76.9637959101,4.59500478036,98.67032857143,94.94229119048,36.43642857143,5804279005.07165,5903771418.89695,466,77912,239633903135.449,55188411017.6186,22.4988572071836,26.2023781920735,24.7340188228549,11.263335263641,3.59556905912072,"THA"
